Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_81,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6331,Hydraulic Engineering,A Case Study & A Project Are Required,,Course-integrated,
GCS_82,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6381,Hydraulic Structures,A Project Is Required,,Course-integrated,
GCS_83,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6401,Transportation Systems Analysis,A Project Is Required,,Course-integrated,
GCS_84,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6411,Urban Transportation Planning,A Project Is Required,,Course-integrated,
GCS_85,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6441,Traffic Engineering,A Project Is Required,,Course-integrated,
GCS_86,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6451,Pavement Design,A Project Is Required,,Course-integrated,
GCS_87,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6461,Pavement Management Systems,A Project Is Required,,Course-integrated,
GCS_88,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6481,Sustainable Management of Industrial Waste,A Project Is Required,,Course-integrated,
GCS_89,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6491,Engineering Aspects of Site Remediation,"Lab Demonstrations, A Project Is Required",,Course-integrated,
GCS_9,GCS,Electrical and Computer Engineering (ECE),Engineering,Undergraduate,Bachelor,ENGR,308,Engineering Industrial Experience Reflective Learning III,Associated Reflective Learning Course To Industrial Experience Work Term Iii,Practica,Course-integrated;Work-integrated,
GCS_90,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6501,Foundation Engineering,A Project Is Required,,Course-integrated,
GCS_91,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6521,Soil Behaviour,A Project Is Required,,Course-integrated,
GCS_92,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6531,Soil Testing and Properties,A Project Is Required,,Course-integrated,
GCS_93,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6541,Reinforced Earth,A Project Is Required,,Course-integrated,
GCS_94,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6601,Modelling in Building and Environmental Engineering,A Case Study And Project,,Course-integrated,
GCS_95,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6611,Environmental Engineering,A Case Study And A Project Are Required,,Course-integrated,
GCS_96,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6621,Engineering Aspects of Biological Treatment of Water and Air,"Lab Demonstration, Case Study And Project",,Course-integrated,
GCS_97,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6631,Hazardous Material Management and Transportation,A Project Is Required,,Course-integrated,
GCS_98,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6641,Unit Operations in Environmental Engineering,A Case Study And A Project Are Required,,Course-integrated,
GCS_99,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6651,Water Pollution and Control,A Case Study And A Project Are Required,,Course-integrated,
JMSB_1,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,330,Cost and Management Accounting,"This Course Provides An Examination Of The Techniques, Systems, And Procedures Applicable To The Managerial Use Of Accounting Information For Planning, Decision Making, And Control. Topics Include Cost Accumulation And Allocation, Product And Process Costing, Flexible Budgeting And Variance Analysis, Evaluation Of Managerial Performance, And Transfer Pricing.",Laboratory/Clinics;Case studies,Course-integrated,
JMSB_108,JMSB,Finance,Any program,Any level,Any degree,,,Desjardins Centre for Innovation in Business Finance,"The Desjardins Centre For Innovation In Business Finance Is Funded By A Generous Endowment From The Desjardins Group. The Centre'S Research Will Focus On Innovation In Business Finance And On Advances In The Financial Services Sector, With Specific Reference To The Effects On Small To Medium-Sized Business Customers. ",Laboratory/Clinics,Research-based,
JMSB_118,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,493,Current Issues in Marketing,This Course Focuses On Issues Of Current And Potential Concern To Marketers. ,Case Studies,Course-integrated,
JMSB_119,JMSB,Marketing,Any program,Graduate,Master,,,Laboratory for Sensory Research,"Research Activities At The Lab Center Around Sensory Aspects Of Marketing. The Lab Focuses On Experimental Research On The Effects Of Visual, Auditory, Tactile, Olfactory, And Gustatory Cues On Consumers' Perceptual And Behavioral Responses To Products, Brands, And Retail Environments. ",,Research-based,
JMSB_124,JMSB,Management,EMBA,Graduate,Master,EMBA,625,Global Experience,Experience Doing Business Abroad,,International,
JMSB_125,JMSB,Management,EMBA,Graduate,Master,EMBA,676,International Study Trip,Field School,,International,
JMSB_13,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,385,Theory of Finance I,Portfolio Project And Hedging With Futures Contracts In Select Sections,Case studies,Course-integrated,
JMSB_132,JMSB,Accountancy,Any program,Undergraduate,Bachelor,,,John Molson Accounting Society (JMAS),"Bridge The Gap Between The Ocpaq, Accounting Professionals, Faculty Members & Their Peers",,Student life,
JMSB_133,JMSB,Finance,Finance,Undergraduate,Bachelor,,,Finance and Investment Students' Association (FISA),Bridge The Growing Gap That Exists Between What Students Are Taught In The Classroom And What They Need To Know Before Entering The Workforce,,Student life,
JMSB_135,JMSB,Management,MBA,Graduate,Master,MBA,657,International Case Competition - Executive Assistant,Case Competition,,Student life,
JMSB_137,JMSB,Management,MBA,Graduate,Master,MBA,658,Van Berkon Case Competition - Executive Assistant,Case Competition,,Student life,
JMSB_138,JMSB,Management,MBA,Graduate,Master,MBA,659,Strategies in Action (Case Competition),Case Competition,,Student life,
JMSB_139,JMSB,Management,MBA,Graduate,Master,,,John Molson International MBA Case Competition (MBA-ICC),Case Competition,,Student life,
JMSB_14,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,395,Theory of Finance II,Team Project With Active Application Of Theory,,Course-integrated,
JMSB_140,JMSB,Management,MBA,Graduate,Master,,,John Molson MBA Entrepreneurship Club (JMEC),Student Associations & Clubs,,Student life,
JMSB_141,JMSB,Management,MBA,Graduate,Master,,,John Molson MBA Society,Student Associations & Clubs,,Student life,
JMSB_142,JMSB,Marketing,Marketing,Any level,Any degree,,,John Molson Marketing Association (JMMA),Merging Both The Academic And Professional Worlds Of Marketing,,Student life,
JMSB_143,JMSB,Marketing,Marketing,Undergraduate,Bachelor,,,Releve Communication,Case Competition,,Student life,
JMSB_144,JMSB,Marketing,Marketing,Undergraduate,Bachelor,,,Happening Marketing,Case Competition,,Student life,
JMSB_145,JMSB,Any department,Any program,Undergraduate,Any degree,,,Engineering and Commerce Case Competition (ENGCOMM),Case Competition Combining The Technical Field Of Engineering With The Interactive Field Of Commerce Organized By Encs & Jmsb Students,,Student life,
JMSB_146,JMSB,Any department,Any program,Undergraduate,Bachelor,,,John Molson Undergraduate Case Competition (JMUCC),Case Competition,,Student life,
JMSB_147,JMSB,Marketing,Marketing,Undergraduate,Bachelor,,,The John Molson Sports Marketing Committee (JMSM),Student Associations & Clubs,,Student life,
JMSB_148,JMSB,Management and Human Resources,Management and Human Resources,Undergraduate,Bachelor,,,John Molson Human Resource and Management Association (JHMA),Student Associations & Clubs,,Student life,
JMSB_149,JMSB,Any department,Any program,Undergraduate,Bachelor,,,Enactus Concordia,Student Associations & Clubs,,Student life,
JMSB_15,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,402,Short Term Financial Management,Case Analysis,Case studies,Course-integrated,
JMSB_150,JMSB,Management,Management,Undergraduate,Bachelor,,,John Molson Sustainable Enterprise Committee,Student Associations & Clubs,,Student life,
JMSB_151,JMSB,Any department,Any program,Undergraduate,Bachelor,,,Commerce and Administration Students' Association (CASAJMSB),Student Associations & Clubs,,Student life,
JMSB_152,JMSB,Any department,Any program,Undergraduate,Bachelor,,,John Molson Women in Leadership (JMWL),Student Associations & Clubs,,Student life,
JMSB_154,JMSB,Finance,Finance,Any level,Any degree,,,Van Berkom Investment Management Program (VBIMP),Eight Students Per Year Manage A Portfolio Of Small Capitalized North American Equities With A View To Achieving Above-Average Returns.,,Research-based,
JMSB_155,JMSB,Any department,Any program,Any level,Any degree,,,Van Berkom JMSB Case Competition,Case Competition,,Student life,
JMSB_156,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,400,Accounting in Society / Accounting Theory,"Research-Based Group Project, Written Report, And Recorded Presentation",Case studies;Laboratory/Clinics,Course-integrated;Research-based,
JMSB_157,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,650,Financial Reporting in Practice,Case Analysis,,Course-integrated,
JMSB_158,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,651,Financial Reporting: Comprehensive Applications,Case Analysis,,Course-integrated,
JMSB_159,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,652,Business Advisory Services,Case Analysis And Fictitious Bod Group Presentation,,Course-integrated,
JMSB_16,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,405,Cases in Finance,This Course Uses Case Discussions To Focus On The Application Of The Principles Of Finance Learned In Fina 385 And 395 In Real-World Contexts.,Real-world project/assignment,Course-integrated,
JMSB_160,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,653,Information Systems and Internal Control,Case Analysis,,Course-integrated,
JMSB_161,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,654,Assurance and Professional Practice,Case Analysis,,Course-integrated,
JMSB_162,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,655,Taxation and Decision-Making,Case Analysis,,Course-integrated,
JMSB_163,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,656,Performance Management,Case Analysis And Fictitious Bod Group Presentation,,Course-integrated,
JMSB_164,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,657,Financial Strategies and Decisions,Case Analysis,,Course-integrated,
JMSB_165,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,658,Capstone I Seminar,"Group Case Analysis, Written Report, And Fictitious Bod Group Presentation",,Course-integrated,
JMSB_166,JMSB,Accountancy,CPA Program,Graduate,GDIP,ACCO,659,Capstone II Examination Preparation,Case Analysis,,Course-integrated,
JMSB_167,JMSB,Management,MBA,Graduate,Master,MBA,647,Managing People in Organizations,"This Course Informs Students About Core Concepts That Help To Explain And Predict How People Behave In Organizations, Including Discussions Of Perception, Motivation, Team Dynamics, Conflict, Stress Management, Leadership, And Change.",,Course-integrated,
JMSB_168,JMSB,Management,MBA,Graduate,Master,MBA,695,Seminar in Special Topics,The Subject Matter For This Course Will Vary From Term To Term.,,Course-integrated,
JMSB_169,JMSB,Supply Chain and Business Technology Management,MBA,Graduate,Master,BTM,633,Strategic Management of Information Technology,Students Critically Evaluate It And Business Problems With A Focus On Strategic Management Of It For Competitive Advantage.,,Course-integrated,
JMSB_17,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,408,Building and Testing Trading Systems Using Technical Analysis,Group Project To Build And Test A Trading System Using Simulation And Investment Software,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_170,JMSB,Management,MBA,Graduate,Master,MANA,684,Entrepreneurship through Acquisition,Students Evaluate Opportunities To Acquire Firms And Alternative Strategies To Successfully Acquire And Manage These Firms.,,Course-integrated,
JMSB_171,JMSB,Marketing,MBA,Graduate,Master,MARK,671,Consumer Behaviour,"This Course Introduces Frameworks, Tools, And Concepts That Are Relevant To The Consumption Of Goods And Services. The Focus In On Understanding Consumer Behaviour In Order To Develop And Execute Effective Marketing Strategies.",,Course-integrated,
JMSB_172,JMSB,Management,Management,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_173,JMSB,Marketing,Marketing,Undergraduate,Bachelor,COMM,499,Case Competition in Marketing (Seminar),"This Is Not A Case Competition Course. Instead, Under The Auspices Of L'Association Des Agences De Communication Créative (A2C), Every Year Two Quebec Inter-University Competitions Are Organized And Conducted. The Relève Communication Was Initiated In 1992 And The Relève Marketing In 1999. Jmsb Has Entered Teams Of Six Students In Both Of These Competitions Since Their Inception. For Both, Participating University Teams Are Given A Day-Long Briefing In January By A Company, Not-For-Profit Organization Or Government Agency And One Or More Of Its Communications Agencies. The Brief Concludes With A Mandate For Which Teams Must Create A Complete Communications Or Marketing Plan For The Client With A Due Date In Late April. Their Recommended Plans Are Presented To The Clients In Their Boardrooms Or In Their Agency'S Pitch Rooms. The Judging Panels Include Senior Executives From The Client (Often Its Ceo), From The Client'S Communications Agencies And From A2C Members. Throughout The Academic Term During Which The Competitions Occur, Students Have The Opportunity To Apply The Theories That They Have Learned So Far In Their Bcomm Program To Situations Which Are As Close To 'Real Life' As Possible In An Academic Setting.",Real-world project/assignment,Course-integrated,
JMSB_174,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,305,Consumer Behaviour,"This Course Analyzes The Motivations, Roles, And Behaviour Of The Consumers, How They Are Affected By Economic, Social, And Cultural Influences, And How The Marketer May Model This Behaviour For Decision-Making Purposes.",Case Studies;Real-world project/assignment,Course-integrated,
JMSB_175,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,452,E-Marketing,This Course Offers An Introduction To E-Marketing Strategies And Tools That Are Required For Effective Marketing Via Electronic Media.,Laboratory/Clinics,Course-integrated,
JMSB_176,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,457,Marketing Channels,This Course Focuses On The Different Ways In Which Organizations Make Their Goods And Services Available For Consumption: The Inter-Organizational System That Makes Up Channels Of Distribution.,Case Studies,Course-integrated,
JMSB_177,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,463,Retailing,Includes A Project Where Students Create An Innovative Retail Product/Service That Also Serves A Social Cause,Capstone project,Course-integrated,
JMSB_178,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,491,Brand Management (Seminar),This Course Focuses On Issues Of Current And Potential Concern To Marketers. ,Case Studies;Real-world project/assignment,Course-integrated,
JMSB_18,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,409,Applied Investment Analysis,Term Paper And Stock Presentation,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_187,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,470,International Finance,Case Study,Case studies,Course-integrated,
JMSB_188,JMSB,Finance,Finance,Graduate,Master,FINA,663,Seminar in Corporate Finance,Team Project With Active Application Of Theory,,Course-integrated,
JMSB_189,JMSB,Supply Chain and Business Technology Management,Supply Chain and Business Technology Management,Undergraduate,Bachelor,BSTA,477,Managerial Forecasting,Business And Economic Databases Are Analyzed Using Statistical Software Packages,Laboratory/Clinics,Course-integrated,
JMSB_19,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,410,Investment Analysis,Group Assignment And Presentation; Case Study In Select Sections,Case studies,Course-integrated,
JMSB_190,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,BTM,495,Information Systems Design and Implementation,Designing And Prototyping It Solutions For Real-Life Projects,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_191,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,SCOM,374,Supply Chain Logistics,Logistics Simulations And Games Used To Illustrate Integration And Coordination Issues In Supply Chain,Games/Role-playing,Course-integrated,
JMSB_192,JMSB,Management,Management,Undergraduate,Bachelor,MANA ,362,Human Resource Management ,Includes A Group Project That Requires Students To Go Into Companies And Interview Workers And Prepare A Report That Produces A Job Description With Either An Interview Guide Or Performance Assessment,Games/Role-playing;Real-world project/assignment,Course-integrated,
JMSB_193,JMSB,Management,Management,Undergraduate,Bachelor,MANA,366,Industrial Relations and Collective Bargaining,"Cases, Role-Playing, And Simulations",Games/Role-playing;Simulations,Course-integrated,
JMSB_194,JMSB,Management,Management,Undergraduate,Bachelor,MANA,443,Compensation and Benefits,"Role Play Salary Negotiation Exercise To Develop Pay Negotiation Skills. Team Paper Consists Of A Consulting Project Where Students Create A Compensation Policy And Salary Structure Based On Actual Pay Data, Company  And Industry Research. Presentation Requires Defending Recommendations.",Games/Role-playing,Course-integrated,
JMSB_195,JMSB,Management,Management,Undergraduate,Bachelor,MANA,444,Training and Development,"Topics Covered In This Course Include How Training Needs Are Assessed, How Effective Training Programs Are Designed, How To Ensure That Learning Achieved In Training Is Transferred To The Work, And How Training Programs Are Evaluated.",,Course-integrated,
JMSB_196,JMSB,Management,Management,Undergraduate,Bachelor,MANA,446,Workplace Planning and Staffing,Real-World Exploration Of Staffing In A Specific Company,Games/Role-playing;Real-world project/assignment,Course-integrated,
JMSB_197,JMSB,Management,Management,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_198,JMSB,Management,Management,Undergraduate,Bachelor,COMM ,499,Seminar Course: Business Case Writing ,Uses Case Based Approach And Has Students Present In Front Of A Panel Of Judges,Hands-on workshops,Course-integrated,
JMSB_199,JMSB,Management,MBA,Graduate,Master,MANA,668,Sustainable Business Strategy,"Case Based Pedagogy, Hands-On Experience Using And Developing Relevant Tools And Practices, Often Directly With Montreal-Based Organizations",,Course-integrated,
JMSB_2,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,355,Analysis of Financial Statements,Real Life Accounting Case Discussions And A Project Based On A Real Company,Case studies,Course-integrated,
JMSB_20,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,411,Portfolio Management,Trading Simulator (Portfolio Management Simulator) And Case Study Group Report With Presentation,Case studies,Course-integrated,
JMSB_200,JMSB,Management,MBA,Graduate,Master,MBA,654,MBA Research Projects,"Case-Based Research And Analysis, Often Working Directly With The Organizations Being Studied  ",,Course-integrated,
JMSB_201,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,444,Sports Marketing,The Overall Objective Of The Course Is To Familiarize Students With The Keys To Success In Each Facet Of Sports Marketing. It Covers All Aspects Of The Marketing Management Process In The Particular Context Of Sports Marketing And Allocates Attention To The Two Major Aspects: Marketing Through Sports And Marketing Of Sports.,Case Studies,Course-integrated,
JMSB_202,JMSB,Management,MBA,Graduate,Master,MBA,663,District 3 Start Up Consulting,The District 3 Startup Consulting Course Is A Non-Credit Experiential Learning Opportunity. Students Provide Ad-Hoc Consulting Services To Startup Entrepreneurs In The District 3 Incubator. ,,Work-integrated,
JMSB_203,JMSB,Any department,Any program,Undergraduate,Bachelor,,,Casa Cares,"Casa Cares Is The Non-Profit Segment Of The Commerce And Administration Student Association (Casa) Responsible For Charity Fundraising, Providing Student Involvement Opportunities, And Increasing Social Awareness Within Jmsb At Concordia University.",,Student life,
JMSB_204,JMSB,Any department,Any program,Undergraduate,Bachelor,,,Concordia Real Estate Club,Connecting The Real Estate Industry To The Students Of Jmsb,,Student life,
JMSB_205,JMSB,Any department,Any program,Undergraduate,Bachelor,,,John Molson Competition Committee,"Jmcc Is Responsible For Recruiting, Training, And Sending Undergraduate Students To Regional, National, And International Competitions.",,Student life,
JMSB_206,JMSB,International Business,International Business,Undergraduate,Bachelor,,,John Molson International Business Association,A Student Organization Under Casajmsb Representing Students Majoring/Minoring In International Business,,Student life,
JMSB_207,JMSB,Any department,Any program,Undergraduate,Bachelor,,,John Molson International Committee,We Are A Committee Focused On Promoting The Csep Program. We Work Alongside Concordia International In Welcoming Our Exchange Students To Montreal!,,Student life,
JMSB_208,JMSB,Supply Chain and Business Technology Management,Supply Chain and Business Technology Management,Undergraduate,Bachelor,,,John Molson Supply Chain and Business Technology Association,"Student Association Representing Supply Chain Operations Management, Business Technology Management, And Data Intelligence Students At Jmsb.",,Student life,
JMSB_209,JMSB,Any department,Any program,Undergraduate,Any degree,,,Management Consulting Concordia,Club For All Things Related To The Management Consulting Industry,Laboratory/Clinics;Case studies,Student life,
JMSB_21,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,413,Advanced Topics in Derivative Markets,Group Presentation And Report,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_210,JMSB,Any department,Any program,Any level,Any degree,,,Briscoe Business Ownership Club,The Briscoe Business Ownership Club (Bboc) Offers A Platform For Jmsb Students To Be Exposed To The World Of Buying Businesses And The Intricacies That Go With It.,Laboratory/Clinics;Case studies,Student life,
JMSB_211,JMSB,Any department,Any program,Any level,Any degree,,,Beta Gamma Sigma Honour Society,Its Mission Is To Encourage And Honour Academic Achievement And Personal Excellence In The Study And Practice Of Business.,,Student life,
JMSB_212,JMSB,Any department,Any program,Any level,Any degree,,,Concordia International Community Outreach Program ,Icop Provides John Molson School Of Business Students With The Opportunity To Apply And Transfer Knowledge Within The Developing World.,,Student life,
JMSB_213,JMSB,Any department,Any program,Graduate,Master,,,John Molson Graduate Students' Association,The John Molson Graduate Student Association Represents All Students Enrolled In Graduate Programs At The John Molson School Of Business In Concordia University.,,Student life,
JMSB_214,JMSB,Any department,Any program,Graduate,Master,,,John Molson Graduate Investment Club ,The John Molson Graduate Investment Club Is An Investment Club That Caters To The Needs Of Graduate Students At Jmsb.,,Student life,
JMSB_215,JMSB,Any department,Any program,Graduate,Master,,,John Molson MBA Case Competition Committee,The Jmsb Mba Case Competition Committee (Mbaccc) Is A Student-Run Organization And A Class (Mba695) That Facilitates The Participation Of Mba Students In Case Competitions.,,Student life,
JMSB_216,JMSB,Any department,Any program,Graduate,Master,,,Small Business Consulting Bureau,"Our Vision Is To Provide High Quality, Professional Business Consulting Services To Organizations In The Greater Montreal Area At Competitive Rates.",,Student life,
JMSB_217,JMSB,Any department,Any program,Any level,Any degree,,,Bob and Raye Briscoe Centre in Business Ownership Studies,The Bob And Raye Briscoe Centre In Business Ownership Studies Was Established To Support Teaching And Research In The Area Of Business Ownership And Entrepreneurship At The John Molson School Of Business.,,Research-based,
JMSB_218,JMSB,Any department,Any program,Graduate,Master/PhD,,,Luc Beauregard Centre of Excellence in Communications Research,"The Centre Supports Research In Communications, Promotes Graduate Students At Concordia University, Provides Knowledge To The Communication Professionals And Offers An Interface Between Researchers And Communication Professionals.",,Research-based,
JMSB_219,JMSB,Any department,Any program,Any level,Any degree,,,National Bank Initiative in Entrepreneurship and Family Business,"The Purpose Of The National Bank Initiative In Entrepreneurship And Family Business Is To Focus On Research Projects Dedicated To Knowledge Creation In The Field Of Entrepreneurship And Family Business, And To Provide Support To Graduate And Undergraduate Students With An Interest In These Areas.",,Research-based,
JMSB_22,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,415,Mergers and Acquisitions,Trading Lab Simulations And Group Project Presentation,Laboratory/Clinics;Simulations,Course-integrated,
JMSB_220,JMSB,Any department,Any program,Any level,Any degree,,,Jonathan Wener Centre for Real Estate,Train The Next Generation Of Real Estate Professionals By Providing Students With The Cutting-Edge Knowledge And Real-World Experience They Need To Succeed In The Field.,,Research-based,
JMSB_221,JMSB,Any department,Any program,Any level,Any degree,,,Barry F. Lorenzetti Centre for Women Entrepreneurship and Leadership,"The Purpose Of This Centre Is To Create A Sustainable Hub Of Expertise And Research On Women In Entrepreneurship And Leadership At The John Molson School Of Business, And To Provide Research Grants And Scholarships For Undergraduate And Graduate Students.",,Research-based,
JMSB_222,JMSB,Any department,Any program,Any level,Any degree,,,L. Jacques Ménard BMO Centre for Capital Markets,Dedicated To Knowledge Creation And Applied Practice While Providing An Environment For Students And Faculty To Cultivate Ties With The Capital Markets Community.,,Research-based,
JMSB_223,JMSB,Any department,Any program,Undergraduate,Bachelor,,,CASA JMSB Diversity Committee,"An Essential Part Of The Student Body, The Diversity Committee Was Created To Promote Diversity & Inclusion Initiatives For All Jmsb Students.",,Student life,
JMSB_224,JMSB,Finance,Finance,Undergraduate,Bachelor,,,John Molson Trading League,The Jmtl Offers Students The Opportunity To Compete Weekly In Various Cases Using A Market Simulator.,Laboratory/Clinics,Course-integrated;Research-based,
JMSB_225,JMSB,Finance,Finance,Undergraduate,Bachelor,,,John Molson ManuLife Sustainable Investing Practicum,"The Three-Credit Sustainable Investing Practicum (Sip) Will Enable Undergraduate Business Students To Better Understand The Principles Of Environmental, Social And Governance (Esg) Investing In A Capital Market Environment. Students Will Make Fund Management Recommendations To A Supervisory Committee Based On Sustainable Investing Criteria.",Laboratory/Clinics,Course-integrated;Research-based,
JMSB_226,JMSB,Finance,Finance,Undergraduate,Bachelor,,,Kenneth Woods Portfolio Management Program,The Kenneth Woods Portfolio Management Program (Kwpmp) Was Launched In 2000 To Provide A Select Group Of Undergraduate John Molson Students With Hands-On Training In Investment Management By Working With A Real-Life Portfolio Of Over $3.9 Million.,Laboratory/Clinics,Course-integrated;Research-based,
JMSB_227,JMSB,Any department,Any program,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_228,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_229,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_23,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,416,Behavioral Finance,"Case Studies, Experiments And Activities",Case studies,Course-integrated,
JMSB_230,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_231,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_232,JMSB,Any department,Any program,Graduate,Master,MANA,529,INTERNSHIP,Internship,Practica,Course-integrated;Work-integrated,
JMSB_233,JMSB,Any department,Any program,Graduate,Master,MANA,539,Internship - Health Care Admin,Internship - Health Care Admin,Practica,Course-integrated;Work-integrated,
JMSB_234,JMSB,Any department,Any program,Graduate,Master,MANA,549,Internship - Arts Admin,Internship - Arts Admin,Practica,Course-integrated;Work-integrated,
JMSB_235,JMSB,Business Technology Management,Business Technology Management,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_236,JMSB,Economics (BComm),Economics (BComm),Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
